Seed_ID,timestamp,Soil humidity 1,Irrigation field 1,Soil humidity 2,Irrigation field 2,Soil humidity 3,Irrigation field 3,Soil humidity 4,Irrigation field 4,Air temperature (C),Air humidity (%),Pressure (KPa),Wind speed (Km/h),Wind gust (Km/h),Wind direction (Deg),Soil_nutrient_levels,Place,Region,Average_Rainfall,Soil_Moisture,Seedling_growth_rate,Seed_viability,Seed_germination_rate,Soil_texture
6974,3/19/2019 4:55,60,0,39,0,39.86,0,30.77,0,18.2,73.43,100.72,4.38,10.85,22.5,99993,PUNE,MAHARASHTRA,44510,44812,550,6994,5926,24
6975,3/19/2019 5:00,60,0,39,0,39.83,0,30.74,0,18.26,73.26,100.72,4.95,12.57,22.5,99994,PUNE,MAHARASHTRA,44511,44813,563,6995,5927,24
6976,3/19/2019 5:05,60,0,39,0,39.81,0,30.72,0,18.5,72.34,100.72,5.18,17.1,22.5,99995,GHAZIABAD,UTTAR PRADESH,44512,44814,550,6996,5928,24
6977,3/19/2019 5:10,60,0,39,0,39.78,0,30.69,0,18.73,71.41,100.73,5.4,21.62,22.5,99996,PUNE,MAHARASHTRA,44513,44815,550,6997,5929,24
6978,3/19/2019 5:15,60,0,39,0,39.75,0,30.67,0,18.74,71.92,100.74,5.24,20.19,22.5,99997,SALEM,TAMIL NADU,44514,44816,588,6998,5930,24
6979,3/19/2019 5:20,60,0,39,0,39.72,0,30.64,0,18.74,72.44,100.74,5.08,18.75,22.5,99998,SALEM,TAMIL NADU,44515,44817,650,6999,5931,24
6980,3/19/2019 5:25,60,0,39,0,39.69,0,30.62,0,18.63,73.47,100.74,4.83,23.01,22.5,99999,SALEM,TAMIL NADU,44516,44818,650,7000,5932,24
6981,3/19/2019 5:30,60,0,39,0,39.67,0,30.59,0,18.53,74.51,100.74,4.58,27.27,22.5,100000,NEDUVA,KERALA,44517,44819,650,7001,5933,24
6982,3/19/2019 5:35,60,0,39,0,39.64,0,30.56,0,18.44,75.46,100.74,4.28,18.78,22.5,100001,KALYAN east,MAHARASHTRA,44518,44820,613,7002,5934,24
6983,3/19/2019 5:40,60,0,39,0,39.61,0,30.54,0,18.35,76.41,100.75,3.99,10.3,22.5,100002,BENGALURU,KARNATAKA,44519,44821,688,7003,5935,24
6984,3/19/2019 5:45,60,0,39,0,39.58,0,30.51,0,18.35,77.03,100.75,4.44,11.06,22.5,100003,JAUNPUR,UTTAR PRADESH,44520,44822,650,7004,5936,24
6985,3/19/2019 5:50,60,0,39,0,39.56,0,30.49,0,18.35,77.64,100.75,4.89,11.82,22.5,100004,NADIAD,Gujarat,44521,44823,775,7005,5937,24
6986,3/19/2019 5:55,60,0,39,0,39.53,0,30.46,0,18.44,77.6,100.76,5.88,13.32,22.5,100005,VARANASI,UTTAR PRADESH,44522,44824,1000,7006,5938,24
6987,3/19/2019 6:00,60,0,39,0,39.5,0,30.44,0,18.54,77.57,100.77,6.87,14.81,22.5,100006,MUDIGERE,KARNATAKA,44523,44825,975,7007,5939,24
6988,3/19/2019 6:05,60,0,39,0,39.47,0,30.41,0,18.5,78,100.77,6.18,14.9,22.5,100007,BENGALURU,KARNATAKA,44524,44826,975,7008,5940,24
6989,3/19/2019 6:10,60,0,39,0,39.44,0,30.38,0,18.47,78.42,100.77,5.48,15,22.5,100008,KALPETTA,KERALA,44525,44827,850,7009,5941,24
6990,3/19/2019 6:15,60,0,39,0,39.42,0,30.36,0,18.35,78.91,100.77,4.82,14.02,123.75,100009,TEZPUR,ASSAM,44526,44828,925,7010,5942,24
6991,3/19/2019 6:20,60,0,39,0,39.39,0,30.33,0,18.24,79.4,100.77,4.16,13.04,225,100010,KOLKATA,WEST BENGAL,44527,44829,925,7011,5943,24
6992,3/19/2019 6:25,60,0,39,0,39.36,0,30.31,0,18.21,79.6,100.77,4.25,12.8,225,100011,GUWAHATI,ASSAM,44528,44830,1000,7012,5944,24
6993,3/19/2019 6:30,60,0,39,0,39.33,0,30.28,0,18.18,79.8,100.78,4.35,12.55,225,100012,SECUNDERABAD,TELANGANA,44529,44831,588,7013,5945,24
6994,3/19/2019 6:35,60,0,39,0,39.31,0,30.26,0,18.15,80,100.78,4.44,12.31,225,100013,NELLORE,ANDHRA PRADESH,44530,44832,588,7014,5946,24
6995,3/19/2019 6:40,60,0,39,0,39.28,0,30.23,0,18.04,80.26,100.8,4.1,11.1,123.75,100014,LUCKNOW,UTTAR PRADESH,44531,44833,588,7015,5947,24
6996,3/19/2019 6:45,60,0,38.95,0,39.25,0,30.21,0,17.93,80.52,100.81,3.75,9.88,22.5,100015,MATHURA,UTTAR PRADESH,44532,44834,588,7016,5948,24
6997,3/19/2019 6:50,60,0,38.9,0,39.22,0,30.18,0,17.86,80.83,100.82,3.86,10.5,22.5,100016,COIMBATORE,TAMIL NADU,44533,44835,588,7017,5949,24
6998,3/19/2019 6:55,60,0,38.85,0,39.19,0,30.15,0,17.79,81.14,100.82,3.98,11.11,22.5,100017,BENGALURU,KARNATAKA,44534,44836,775,7018,5950,24
6999,3/19/2019 7:00,60,0,38.79,0,39.17,0,30.13,0,17.76,81.66,100.82,4.42,18.74,22.5,100018,NAVI MUMBAI,MAHARASHTRA,44535,44837,775,7019,5951,24
7000,3/19/2019 7:05,59.94,0,38.74,0,39.14,0,30.1,0,17.74,82.18,100.82,4.85,26.37,22.5,100019,NASHIK,MAHARASHTRA,44536,44838,775,7020,5952,24
7001,3/19/2019 7:10,59.89,0,38.69,0,39.11,0,30.08,0,17.73,82.85,100.82,4.88,30.83,22.5,100020,NASHIK,MAHARASHTRA,44537,44839,775,7021,5953,24
7002,3/19/2019 7:15,59.83,0,38.64,0,39.08,0,30.05,0,17.72,83.52,100.82,4.9,35.29,22.5,100021,BANGALORE,KARNATAKA,44538,44840,925,7022,5954,24
7003,3/19/2019 7:20,59.78,0,38.59,0,39.06,0,30.03,0,17.8,83.38,100.82,4.96,30.69,22.5,100022,NEW DELHI,DELHI,44539,44841,925,7023,5955,24
7004,3/19/2019 7:25,59.72,0,38.54,0,39.03,0,30,0,17.89,83.23,100.83,5.03,26.09,22.5,100023,PUNE,MAHARASHTRA,44540,44842,925,7024,5956,24
7005,3/19/2019 7:30,59.67,0,38.49,0,39,0,29.88,0,17.98,82.92,100.84,4.23,23.3,22.5,100024,PUNE,MAHARASHTRA,44541,44843,925,7025,5957,24
7006,3/19/2019 7:35,59.61,0,38.44,0,38.99,0,29.75,0,18.08,82.61,100.84,3.42,20.51,22.5,100025,LUCKNOW,UTTAR PRADESH,44542,44844,925,7026,5958,24
7007,3/19/2019 7:40,59.56,0,38.38,0,38.97,0,29.62,0,18.39,81.77,100.85,3.22,19.42,22.5,100026,HYDERABAD,TELANGANA,44543,44845,925,7027,5959,24
7008,3/19/2019 7:45,59.5,0,38.33,0,38.96,0,29.5,0,18.7,80.93,100.86,3.01,18.32,22.5,100027,VIJAYAWADA,ANDHRA PRADESH,44544,44846,925,7028,5960,24
7009,3/19/2019 7:50,59.44,0,38.28,0,38.95,0,29.38,0,18.99,79.45,100.85,3.6,15.86,22.5,100028,VIJAYAWADA,ANDHRA PRADESH,44545,44847,925,7029,5961,24
7010,3/19/2019 7:55,59.39,0,38.23,0,38.93,0,29.25,0,19.28,77.97,100.85,4.2,13.41,22.5,100029,KOLHAPUR,MAHARASHTRA,44546,44848,698,7030,5962,24
7011,3/19/2019 8:00,59.33,0,38.18,0,38.92,0,29.12,0,19.88,76.12,100.86,4.7,12.89,22.5,100030,PUNE,MAHARASHTRA,44547,44849,698,7031,5963,24
7012,3/19/2019 8:05,59.28,0,38.13,0,38.9,0,29,0,20.47,74.26,100.87,5.21,12.37,22.5,100031,BHOPAL,MADHYA PRADESH,44548,44850,698,7032,5964,24
7013,3/19/2019 8:10,59.22,0,38.08,0,38.89,0,28.88,0,21.2,71.11,100.88,5.46,16.71,22.5,100032,BENGALURU,KARNATAKA,44549,44851,698,7033,5965,24
7014,3/19/2019 8:15,59.17,0,38.03,0,38.88,0,28.75,0,21.92,67.96,100.89,5.72,21.05,22.5,100033,LUCKNOW,UTTAR PRADESH,44550,44852,698,7034,5966,24
7015,3/19/2019 8:20,59.11,0,37.97,0,38.86,0,28.62,0,22.5,65.51,100.89,6.14,22.52,22.5,100034,NORTH GOA,GOA,44551,44853,850,7035,5967,24
7016,3/19/2019 8:25,59.06,0,37.92,0,38.85,0,28.5,0,23.08,63.06,100.89,6.57,24,22.5,100035,HYDERABAD,TELANGANA,44552,44854,850,7036,5968,24
7017,3/19/2019 8:30,59,0,37.87,0,38.84,0,28.38,0,23.49,61,100.9,6.56,20.7,22.5,100036,JAMMU,JAMMU & KASHMIR,44553,44855,850,7037,5969,24
7018,3/19/2019 8:35,58.94,0,37.82,0,38.82,0,28.25,0,23.91,58.94,100.9,6.56,17.39,22.5,100037,LUDHIANA,PUNJAB,44554,44856,850,7038,5970,24
7019,3/19/2019 8:40,58.89,0,37.77,0,38.81,0,28.12,0,24.61,55.7,100.9,6.4,20.24,22.5,100038,THIRUVANANTHAPURAM,KERALA,44555,44857,850,7039,5971,24
7020,3/19/2019 8:45,58.83,0,37.72,0,38.79,0,28,0,25.31,52.45,100.91,6.25,23.08,22.5,100039,GHAZIABAD,UTTAR PRADESH,44556,44858,650,7040,5972,24
7021,3/19/2019 8:50,58.78,0,37.67,0,38.78,0,27.88,0,25.98,49.06,100.92,6.54,30,123.75,100040,GURUGRAM,HARYANA,44557,44859,650,7041,5973,24
7022,3/19/2019 8:55,58.72,0,37.62,0,38.77,0,27.75,0,26.66,45.66,100.93,6.83,36.92,225,100041,MADHURAWADA,ANDHRA PRADESH,44558,44860,650,7042,5974,24
7023,3/19/2019 9:00,58.67,0,37.56,0,38.75,0,27.62,0,26.92,43.56,100.94,7.18,38.46,225,100042,LUDHIANA,PUNJAB,44559,44861,650,7043,5975,24
7024,3/19/2019 9:05,58.61,0,37.51,0,38.74,0,27.5,0,27.17,41.45,100.94,7.52,40,225,100043,DHANBAD,JHARKHAND,44560,44862,650,7044,5976,24
7025,3/19/2019 9:10,58.56,0,37.46,0,38.73,0,27.38,0,28.01,39.03,100.94,7.02,38.46,225,100044,BANGALORE,KARNATAKA,44561,44863,975,7045,5977,24
7026,3/19/2019 9:15,58.5,0,37.41,0,38.71,0,27.25,0,28.85,36.62,100.95,6.51,36.92,225,100045,Nallasopara(west),MAHARASHTRA,44562,44864,975,7046,5978,24
7027,3/19/2019 9:20,58.44,0,37.36,0,38.7,0,27.12,0,29.01,35.24,100.96,7.34,41.99,225,100046,Maduvankarai/CHENNAI,TAMIL NADU,44563,44865,975,7047,5979,24
7028,3/19/2019 9:25,58.39,0,37.31,0,38.68,0,27,0,29.16,33.85,100.96,8.18,47.06,225,100047,CHENNAI,TAMIL NADU,44564,44866,975,7048,5980,24
7029,3/19/2019 9:30,58.33,0,37.26,0,38.67,0,26.88,0,29.38,32.77,100.96,8.87,52.1,225,100048,LUCKNOW,UTTAR PRADESH,44565,44867,975,7049,5981,24
7030,3/19/2019 9:35,58.28,0,37.21,0,38.66,0,26.75,0,29.61,31.69,100.97,9.56,57.14,225,100049,BENGALURU,KARNATAKA,44566,44868,975,7050,5982,24
7031,3/19/2019 9:40,58.22,0,37.15,0,38.64,0,26.62,0,29.74,31.01,100.98,11.41,53.06,225,100050,VISAKHAPATNAM,ANDHRA PRADESH,44567,44869,975,7051,5983,24
7032,3/19/2019 9:45,58.17,0,37.1,0,38.63,0,26.5,0,29.86,30.33,100.99,13.26,48.98,225,100051,NANDED WAGHALA,MAHARASHTRA,44568,44870,850,7052,5984,24
7033,3/19/2019 9:50,58.11,0,37.05,0,38.62,0,26.38,0,30.4,29.94,100.98,11.76,50.02,225,100052,VARANASI,UTTAR PRADESH,44569,44871,850,7053,5985,24
7034,3/19/2019 9:55,58.06,0,37,0,38.6,0,26.25,0,30.95,29.55,100.98,10.26,51.06,225,100053,HYDERABAD,TELANGANA,44570,44872,850,7054,5986,24
7035,3/19/2019 10:00,58,0,36.92,0,38.59,0,26.12,0,31.82,28.64,100.98,9.04,43.99,225,100054,SURAT,Gujarat,44571,44873,850,7055,5987,24
7036,3/19/2019 10:05,57.95,0,36.85,0,38.58,0,26,0,32.69,27.72,100.99,7.82,36.92,225,100055,JAMMALAMADUGU,ANDHRA PRADESH,44572,44874,850,7056,5988,24
7037,3/19/2019 10:10,57.89,0,36.77,0,38.56,0,25.88,0,33.26,26.32,100.98,7.65,35.85,225,100056,SHIMLA,HIMACHAL PRADESH,44573,44875,850,7057,5989,24
7038,3/19/2019 10:15,57.84,0,36.69,0,38.55,0,25.75,0,33.83,24.92,100.98,7.48,34.78,225,100057,Chennai,TAMIL NADU,44574,44876,850,7058,5990,24
7039,3/19/2019 10:20,57.78,0,36.62,0,38.53,0,25.62,0,34.06,23.2,100.98,8.06,40.92,225,100058,KANPUR,UTTAR PRADESH,44575,44877,775,7059,5991,24
7040,3/19/2019 10:25,57.73,0,36.54,0,38.52,0,25.5,0,34.3,21.49,100.98,8.64,47.06,225,100059,MANGALURU,KARNATAKA,44576,44878,775,7060,5992,24
7041,3/19/2019 10:30,57.68,0,36.46,0,38.51,0,25.38,0,34.68,19.94,100.98,8.8,45.75,225,100060,Jalandhar,PUNJAB,44577,44879,775,7061,5993,24
7042,3/19/2019 10:35,57.62,0,36.38,0,38.49,0,25.25,0,35.07,18.4,100.99,8.96,44.44,225,100061,JHALAWAR,RAJASTHAN,44578,44880,775,7062,5994,24
7043,3/19/2019 10:40,57.57,0,36.31,0,38.48,0,25.12,0,35.28,17.91,100.98,8.7,42.22,225,100062,BENGALURU,KARNATAKA,44579,44881,775,7063,5995,24
7044,3/19/2019 10:45,57.51,0,36.23,0,38.47,0,25,0,35.5,17.42,100.98,8.43,40,225,100063,PUNE,MAHARASHTRA,44580,44882,775,7064,5996,24
7045,3/19/2019 10:50,57.46,0,36.15,0,38.45,0,24.58,0,36.22,16.57,100.98,8.14,39.05,225,100064,PUNE,MAHARASHTRA,44581,44883,775,7065,5997,24
7046,3/19/2019 10:55,57.41,0,36.08,0,38.44,0,24.15,0,36.95,15.72,100.98,7.84,38.1,225,100065,Mumbai,MAHARASHTRA,44582,44884,1775,7066,5998,24
7047,3/19/2019 11:00,57.35,0,36,0,38.42,0,23.72,0,37.14,15.21,100.98,7.78,40.11,225,100066,MADURAI,TAMIL NADU,44583,44885,1775,7067,5999,24
7048,3/19/2019 11:05,57.3,0,35.92,0,38.41,0,23.3,0,37.32,14.7,100.98,7.72,42.11,225,100067,CHIKKAMAGALURU,KARNATAKA,44584,44886,1775,7068,6000,24
7049,3/19/2019 11:10,57.24,0,35.85,0,38.4,0,22.88,0,37.92,13.9,100.98,8.08,42.11,225,100068,JAMSHEDPUR,JHARKHAND,44585,44887,1775,7069,6001,24
7050,3/19/2019 11:15,57.19,0,35.77,0,38.38,0,22.45,0,38.53,13.09,100.98,8.45,42.11,225,100069,PUNE,MAHARASHTRA,44586,44888,1425,7070,6002,24
7051,3/19/2019 11:20,57.14,0,35.69,0,38.37,0,22.02,0,38.48,12.35,100.98,8.91,46.58,225,100070,HYDERABAD,TELANGANA,44587,44889,1425,7071,6003,24
7052,3/19/2019 11:25,57.08,0,35.62,0,38.36,0,21.6,0,38.43,11.61,100.97,9.37,51.06,225,100071,BHILAI  490020,CHHATTISGARH,44588,44890,1425,7072,6004,24
7053,3/19/2019 11:30,57.03,0,35.54,0,38.34,0,21.18,0,38.71,10.98,100.96,9.58,49.06,225,100072,LALITPUR,UTTAR PRADESH,44589,44891,1425,7073,6005,24
7054,3/19/2019 11:35,56.97,0,35.46,0,38.33,0,20.75,0,38.99,10.35,100.95,9.79,47.06,225,100073,CHENNAI,TAMIL NADU,44590,44892,1038,7074,6006,24
7055,3/19/2019 11:40,56.92,0,35.38,0,38.32,0,20.32,0,39.18,9.86,100.95,10.02,51.44,225,100074,Nedumangad,KERALA,44591,44893,1313,7075,6007,24
7056,3/19/2019 11:45,56.86,0,35.31,0,38.3,0,19.9,0,39.37,9.36,100.95,10.26,55.81,225,100075,GORAKHPUR,UTTAR PRADESH,44592,44894,388,7076,6008,24
7057,3/19/2019 11:50,56.81,0,35.23,0,38.29,0,19.48,0,39.8,9.18,100.94,10.12,54.57,225,100076,MADURAI,TAMIL NADU,44593,44895,1350,7077,6009,24
7058,3/19/2019 11:55,56.76,0,35.15,0,38.27,0,19.05,0,40.22,9.01,100.94,9.98,53.33,225,100077,THANE,MAHARASHTRA,44594,44896,775,7078,6010,24
7059,3/19/2019 12:00,56.7,0,35.08,0,38.26,0,18.62,0,39.96,8.64,100.94,11.68,57.44,225,100078,VISAKHAPATNAM,ANDHRA PRADESH,44595,44897,813,7079,6011,24
7060,3/19/2019 12:05,56.65,0,35,0,38.25,0,18.2,0,39.69,8.27,100.93,13.39,61.54,225,100079,SAMASTIPUR,BIHAR,44596,44898,888,7080,6012,24
7061,3/19/2019 12:10,56.59,0,34.92,0,38.23,0,17.77,0,39.78,8.12,100.93,12.69,60.77,225,100080,Itarsi,MADHYA PRADESH,44597,44899,563,7081,6013,24
7062,3/19/2019 12:15,56.54,0,34.85,0,38.22,0,17.35,0,39.87,7.96,100.92,11.99,60,225,100081,Shikrapur,MAHARASHTRA,44598,44900,404,7082,6014,24
7063,3/19/2019 12:20,56.49,0,34.77,0,38.21,0,16.92,0,40.02,7.6,100.91,11.94,70,225,100082,Dombivli east,MAHARASHTRA,44599,44901,350,7083,6015,24
7064,3/19/2019 12:25,56.43,0,34.69,0,38.19,0,16.5,0,40.18,7.24,100.9,11.88,80,225,100083,BENGALURU,KARNATAKA,44600,44902,368,7084,6016,24
7065,3/19/2019 12:30,56.38,0,34.62,0,38.18,0,16.08,0,39.98,7.6,100.88,11.52,74.28,225,100084,GHAZIABAD,UTTAR PRADESH,44601,44903,388,7085,6017,24
7066,3/19/2019 12:35,56.32,0,34.54,0,38.16,0,15.65,0,39.78,7.95,100.87,11.16,68.57,225,100085,NOIDA,UTTAR PRADESH,44602,44904,563,7086,6018,24
7067,3/19/2019 12:40,56.27,0,34.46,0,38.15,0,15.22,0,38.83,8.12,100.86,11.34,63.55,225,100086,LONAVALA,MAHARASHTRA,44603,44905,563,7087,6019,24
7068,3/19/2019 12:45,56.22,0,34.38,0,38.14,0,14.8,0,37.88,8.28,100.85,11.52,58.54,225,100087,PUNE,MAHARASHTRA,44604,44906,1200,7088,6020,24
7069,3/19/2019 12:50,56.16,0,34.31,0,38.12,0,14.38,0,37.51,8.24,100.84,11.42,64.56,225,100088,Haldwani,UTTARAKHAND,44605,44907,1125,7089,6021,24
7070,3/19/2019 12:55,56.11,0,34.23,0,38.11,0,13.95,0,37.14,8.2,100.84,11.33,70.59,225,100089,THOOTHUKKUDI,TAMIL NADU,44606,44908,850,7090,6022,24
7071,3/19/2019 13:00,56.05,0,34.15,0,38.1,0,13.52,0,37.35,7.56,100.84,11,62.57,225,100090,SUPAUL,BIHAR,44607,44909,1000,7091,6023,24
7072,3/19/2019 13:05,56,0,34.08,0,38.08,0,13.1,0,37.56,6.91,100.83,10.67,54.55,225,100091,RAMPUR,UTTAR PRADESH,44608,44910,926,7092,6024,24
7073,3/19/2019 13:10,55.89,0,34,0,38.07,0,12.68,0,38.04,6.04,100.83,11.96,61.56,225,100092,GUNDLUPET,KARNATAKA,44609,44911,975,7093,6025,24
7074,3/19/2019 13:15,55.78,0,33.85,0,38.05,0,12.25,0,38.53,5.17,100.83,13.26,68.57,225,100093,GHAZIABAD,UTTAR PRADESH,44610,44912,925,7094,6026,24
7075,3/19/2019 13:20,55.67,0,33.69,0,38.04,0,11.82,0,39.36,4.83,100.82,12.92,68.57,225,100094,PALLIKKUNNU,KERALA,44611,44913,925,7095,6027,24
7076,3/19/2019 13:25,55.56,0,33.54,0,38.03,0,11.4,0,40.2,4.49,100.81,12.58,68.57,225,100095,RAICHUR,KARNATAKA,44612,44914,550,7096,6028,24
7077,3/19/2019 13:30,55.44,0,33.38,0,38.01,0,10.98,0,40.7,3.84,100.81,11.64,65.86,270,100096,THANE,MAHARASHTRA,44613,44915,463,7097,6029,24
7078,3/19/2019 13:35,55.33,0,33.23,0,38,0,10.55,0,41.19,3.19,100.81,10.71,63.16,315,100097,BENGALURU,KARNATAKA,44614,44916,538,7098,6030,24
7079,3/19/2019 13:40,55.22,0,33.08,0,37.94,0,10.12,0,40.58,2.94,100.81,11.2,59.48,270,100098,BENGALURU,KARNATAKA,44615,44917,563,7099,6031,24
7080,3/19/2019 13:45,55.11,0,32.92,0,37.89,0,9.7,0,39.97,2.7,100.81,11.68,55.81,225,100099,RANCHI,JHARKHAND,44616,44918,404,7100,6032,24
7081,3/19/2019 13:50,55,0,32.77,0,37.83,0,9.28,0,39.44,3.2,100.8,10.9,59.48,225,100100,BHUBANESWAR,ODISHA,44617,44919,513,7101,6033,24
7082,3/19/2019 13:55,54.89,0,32.62,0,37.78,0,8.85,0,38.9,3.71,100.8,10.12,63.16,225,100101,BHUBANESWAR,ODISHA,44618,44920,486,7102,6034,24
7083,3/19/2019 14:00,54.78,0,32.46,0,37.72,0,8.43,0,39.24,3.71,100.8,10.56,60.85,225,100102,BENGALURU,KARNATAKA,44619,44921,450,7103,6035,24
7084,3/19/2019 14:05,54.67,0,32.31,0,37.67,0,8,0,39.57,3.71,100.79,11,58.54,225,100103,IMPHAL,MANIPUR,44620,44922,486,7104,6036,24
7085,3/19/2019 14:10,54.56,0,32.15,0,37.61,0,7.68,0,38.78,4.07,100.77,10.67,68.57,225,100104,Ernakulam,KERALA,44621,44923,486,7105,6037,24
7086,3/19/2019 14:15,54.44,0,32,0,37.56,0,7.35,0,38.63,3.7,100.76,11.07,63.55,225,100105,MUMBAI,MAHARASHTRA,44622,44924,563,7106,6038,24
7087,3/19/2019 14:20,54.33,0,31.85,0,37.5,0,7.02,0,38.48,3.32,100.75,11.46,58.54,225,100106,MUMBAI,MAHARASHTRA,44623,44925,558,7107,6039,24
7088,3/19/2019 14:25,54.22,0,31.69,0,37.44,0,6.7,0,38.6,3.58,100.74,10.36,53.27,225,100107,AHMEDABAD,Gujarat,44624,44926,558,7108,6040,24
7089,3/19/2019 14:30,54.11,0,31.54,0,37.39,0,6.38,0,38.71,3.84,100.73,9.27,48,225,100108,VAPI valsad,Gujarat,44625,44927,581,7109,6041,24
7090,3/19/2019 14:35,54,0,31.38,0,37.33,0,6.05,0,38.84,3.88,100.72,10,50.08,225,100109,NAGAON,ASSAM,44626,44928,775,7110,6042,24
7091,3/19/2019 14:40,53.89,0,31.23,0,37.28,0,5.72,0,38.97,3.91,100.71,10.74,52.17,225,100110,CHENNAI,TAMIL NADU,44627,44929,775,7111,6043,24
7092,3/19/2019 14:45,53.78,0,31.08,0,37.22,0,5.4,0,39.14,3.63,100.7,10.9,56.86,225,100111,CHENNAI,TAMIL NADU,44628,44930,563,7112,6044,24
7093,3/19/2019 14:50,53.67,0,30.92,0,37.17,0,5.07,0,39.32,3.35,100.7,11.06,61.54,225,100112,CHENNAI,TAMIL NADU,44629,44931,594,7113,6045,24
7094,3/19/2019 14:55,53.56,0,30.77,0,37.11,0,4.75,0,39.64,3.06,100.68,10.18,54.77,225,100113,BENGALURU,KARNATAKA,44630,44932,486,7114,6046,24
7095,3/19/2019 15:00,53.44,0,30.62,0,37.06,0,4.42,0,39.97,2.77,100.67,9.29,48,225,100114,MUMBAI,MAHARASHTRA,44631,44933,486,7115,6047,24
7096,3/19/2019 15:05,53.33,0,30.46,0,37,0,4.1,0,39.91,2.82,100.66,11.34,57.34,123.75,100115,VADODARA,Gujarat,44632,44934,513,7116,6048,24
7097,3/19/2019 15:10,53.22,0,30.31,0,36.94,0,3.77,0,39.85,2.87,100.66,13.4,66.67,22.5,100116,Faridabad,HARYANA,44633,44935,513,7117,6049,24
7098,3/19/2019 15:15,53.11,0,30.15,0,36.89,0,3.45,0,39.38,8.16,100.66,13.72,69.7,22.5,100117,Faridabad,HARYANA,44634,44936,594,7118,6050,24
7099,3/19/2019 15:20,53,0,30,0,36.83,0,3.12,0,38.9,13.46,100.65,14.04,72.73,22.5,100118,MADHAPAR,Gujarat,44635,44937,594,7119,6051,24
7100,3/19/2019 15:25,52.89,0,29.85,0,36.78,0,2.8,0,37.9,16.43,100.65,13.12,64.27,101.25,100119,THAZHAKARA,KERALA,44636,44938,475,7120,6052,24
7101,3/19/2019 15:30,52.78,0,29.69,0,36.72,0,2.47,0,36.91,19.4,100.65,12.21,55.81,180,100120,LALITPUR,UTTAR PRADESH,44637,44939,475,7121,6053,24
7102,3/19/2019 15:35,52.67,0,29.54,0,36.67,0,2.15,0,36.3,19.32,100.65,12.62,53.99,101.25,100121,MUMBAI,MAHARASHTRA,44638,44940,513,7122,6054,24
7103,3/19/2019 15:40,52.56,0,29.38,0,36.61,0,1.82,0,35.68,19.24,100.64,13.04,52.17,22.5,100122,THIRUVANANTHAPURAM,KERALA,44639,44941,588,7123,6055,24
7104,3/19/2019 15:45,52.44,0,29.23,0,36.56,0,1.5,0,35.52,19.67,100.64,12.67,47.14,101.25,100123,THANE,MAHARASHTRA,44640,44942,450,7124,6056,24
7105,3/19/2019 15:50,52.33,0,29.08,0,36.5,0,1.17,0,35.36,20.1,100.63,12.3,42.11,180,100124,Mumbai,MAHARASHTRA,44641,44943,450,7125,6057,24
7106,3/19/2019 15:55,52.22,0,28.92,0,36.44,0,0.85,0,35.2,20.9,100.64,12,37.06,180,100125,ATTINGAL,KERALA,44642,44944,463,7126,6058,24
7107,3/19/2019 16:00,52.11,0,28.77,0,36.39,0,0.52,0,35.04,21.7,100.64,11.71,32,180,100126,KOLKATA,WEST BENGAL,44643,44945,425,7127,6059,24
7108,3/19/2019 16:05,52,0,28.62,0,36.33,0,0.2,0,34.65,22.1,100.64,12.58,47.58,101.25,100127,AGRA,UTTAR PRADESH,44644,44946,425,7128,6060,24
7109,3/19/2019 16:10,52.43,1,28.46,0,36.28,0,-0.12,0,34.26,22.5,100.63,13.45,63.16,22.5,100128,BENGALURU,KARNATAKA,44645,44947,738,7129,6061,24
7110,3/19/2019 16:15,52.86,1,28.31,0,36.22,0,-0.45,0,33.96,23.76,100.62,12.94,58.86,101.25,100129,HYDERABAD,TELANGANA,44646,44948,563,7130,6062,24
7111,3/19/2019 16:20,53.3,1,28.15,0,36.17,0,-0.78,0,33.65,25.03,100.62,12.44,54.55,180,100130,HYDERABAD,TELANGANA,44647,44949,563,7131,6063,24
7112,3/19/2019 16:25,53.73,1,28,0,36.11,0,-1.1,0,33.32,25.46,100.62,12.48,49.92,101.25,100131,EDACHERI,KERALA,44648,44950,850,7132,6064,24
7113,3/19/2019 16:30,54.16,1,27.92,0,36.06,0,-1.43,0,32.99,25.89,100.61,12.52,45.28,22.5,100132,CHENNAI,TAMIL NADU,44649,44951,813,7133,6065,24
7114,3/19/2019 16:35,54.59,1,27.85,0,36,0,-1.75,0,32.65,27.04,100.62,12.16,46.17,101.25,100133,VISAKHAPATNAM,ANDHRA PRADESH,44650,44952,618,7134,6066,24
7115,3/19/2019 16:40,55.03,1,27.77,0,36.51,1,-2.08,0,32.31,28.2,100.62,11.79,47.06,180,100134,BENGALURU,KARNATAKA,44651,44953,463,7135,6067,24
7116,3/19/2019 16:45,55.46,1,27.69,0,37.03,1,-2.4,0,32.22,27.49,100.62,11.26,53.53,101.25,100135,BENGALURU,KARNATAKA,44652,44954,618,7136,6068,24
7117,3/19/2019 16:50,55.89,1,27.62,0,37.54,1,-2.73,0,32.14,26.79,100.62,10.72,60,22.5,100136,BENGALURU,KARNATAKA,44653,44955,538,7137,6069,24
7118,3/19/2019 16:55,56.32,1,27.54,0,38.05,1,-3.05,0,32.28,23.86,100.62,12.25,60,22.5,100137,AHMEDABAD,Gujarat,44654,44956,613,7138,6070,24
